#received,RA,Decl
2009-09-08 16:27:06,40.1319,61.2293
2009-09-08 16:51:22,253.468,39.7602
2009-09-08 16:52:52,253.468,39.7602
2009-09-08 17:00:58,253.468,39.7602
2009-09-08 17:08:57,287.4,5.0325
2009-09-08 17:18:03,10.0575,40.8346
2009-09-08 17:58:18,83.6331,22.0145
2009-09-08 17:59:10,83.6331,22.0145
2009-09-08 18:55:16,284.025,1.3
2009-09-08 21:41:30,266.405,-28.9362
2009-09-08 21:44:26,266.405,-28.9362
2009-09-08 21:45:29,262.893,-15.208
2009-09-08 22:31:48,266.405,-28.9362
2009-09-09 00:08:33,166.114,38.2088
2009-09-09 00:20:44,166.114,38.2088
2009-09-09 00:43:30,83.6331,22.0145
2009-09-09 02:21:07,128.55,-45.75
2009-09-09 03:47:53,285.48,-6.21
2009-09-09 04:32:51,265.61,-28.92
2009-09-09 04:55:48,226.81,-58.298
2009-09-09 05:10:52,150,-55.05
2009-09-09 05:12:13,201.365,-43.0191
2009-09-09 05:59:27,305.378,40.4462
2009-09-09 06:02:26,266.405,-28.9362
2009-09-09 06:18:42,193.98,-5.82
2009-09-09 06:29:11,45,-30
2009-09-09 06:58:23,119.88,-56.59
2009-09-09 07:35:44,45,-30
2009-09-09 07:37:56,45,-30
2009-09-09 07:38:39,45,-30
2009-09-09 07:38:55,45,-30
2009-09-09 07:59:51,193.98,-5.82
2009-09-09 08:09:50,308.107,40.9577
2009-09-09 08:28:04,308.107,40.9577
2009-09-09 08:50:46,308.107,40.9577
2009-09-09 08:58:10,308.107,40.9577
2009-09-09 09:10:02,119.88,-56.59
2009-09-09 09:55:51,302.356,-48.8316
2009-09-09 10:11:20,329.717,-30.2256
2009-09-09 10:16:04,228.211,-9.09995
2009-09-09 10:16:06,329.717,-30.2256
2009-09-09 10:21:10,308.107,40.9577
2009-09-09 10:21:53,308.107,40.9577
2009-09-09 10:22:03,NULL,NULL
2009-09-09 10:35:00,308.107,40.9577
2009-09-09 10:40:58,308.107,40.9577
2009-09-09 10:48:11,305.557,40.2567
2009-09-09 10:54:38,305.557,40.2567
2009-09-09 11:00:48,161.265,-59.6845
2009-09-09 11:08:39,161.265,-59.6845
2009-09-09 11:19:06,255.25,35.99
2009-09-09 11:21:08,255.25,35.99
2009-09-09 11:21:08,NULL,NULL
2009-09-09 11:22:01,NULL,NULL
2009-09-09 11:22:42,NULL,NULL
2009-09-09 11:25:03,NULL,NULL
2009-09-09 11:26:24,NULL,NULL
2009-09-09 11:29:02,NULL,NULL
2009-09-09 12:06:30,308.107,40.9577
2009-09-09 12:08:16,308.107,40.9577
2009-09-09 12:18:39,308.107,40.9577
2009-09-09 12:23:25,308.107,40.9577
2009-09-09 12:54:08,83.6331,22.0145
2009-09-09 13:18:06,128.55,-45.75
2009-09-09 13:21:25,1.65,72.7833
2009-09-09 13:41:43,83.6331,22.0145
2009-09-09 13:42:38,83.6331,22.0145
2009-09-09 13:43:21,83.6331,22.0145
2009-09-09 13:44:00,83.6331,22.0145
2009-09-09 13:46:02,83.6331,22.0145
2009-09-09 14:14:17,50.673,-37.2093
2009-09-09 14:30:02,171.163,-59.2722
2009-09-09 14:31:33,128.836,-45.1764
2009-09-09 14:35:00,171.163,-59.2722
2009-09-09 15:10:33,NULL,NULL
2009-09-09 15:10:46,266.405,-28.9362
2009-09-09 15:13:02,NULL,NULL
2009-09-09 15:22:45,266.84,-28.1152
2009-09-09 16:00:21,266.405,-28.9362
2009-09-09 16:18:47,253.468,39.7602
2009-09-09 16:28:49,273.79,-10.88
2009-09-09 16:30:13,273.79,-10.88
2009-09-09 16:43:44,253.468,39.7602
2009-09-09 18:30:18,284.025,1.3
2009-09-09 22:20:57,1.8,73.05
2009-09-09 23:43:40,1.8,73.05
2009-09-10 03:56:42,161.265,-59.6845
2009-09-10 04:39:41,333.553,-26.5975
2009-09-10 06:35:01,194.047,-5.78931
2009-09-10 08:14:17,308.107,40.9577
2009-09-10 08:42:07,40.1319,61.2293
2009-09-10 09:38:31,216.967,-60.85
2009-09-10 10:18:41,262.979,-34.71
2009-09-10 10:21:08,266.405,-28.9362
2009-09-10 10:22:21,251.732,-44.8851
2009-09-10 10:27:35,8.5909,5.5768
2009-09-10 11:35:23,266.405,-28.9362
2009-09-10 11:40:10,8.5909,-5.5768
2009-09-10 13:27:46,284.025,1.3
2009-09-10 14:46:44,356.77,51.705
2009-09-10 14:47:19,212.235,-7.87407
2009-09-10 14:48:50,248.815,38.1346
2009-09-10 14:49:11,217.136,42.6736
2009-09-10 14:50:19,217.136,42.6736
2009-09-10 14:50:39,39.6622,16.6165
2009-09-10 14:52:06,84.7098,-44.0858
2009-09-10 14:52:35,263.261,-13.0804
2009-09-10 14:52:53,110.473,71.3434
2009-09-10 14:53:01,59.445,32.105
2009-09-10 15:42:21,201.365,-43.0191
2009-09-10 15:45:31,1.8,73.05
2009-09-10 15:55:12,128.55,-45.75
2009-09-10 15:56:35,227,-8.9
2009-09-10 16:33:30,265,27.33
2009-09-10 16:36:56,265,27.33
2009-09-10 16:42:27,265,27.33
2009-09-10 16:45:10,166.114,38.2088
2009-09-10 19:29:54,1.8,73.05
2009-09-10 20:02:46,1.8,73.05
2009-09-10 20:05:30,1.8,73.05
2009-09-11 01:40:19,182.636,39.4054
2009-09-11 02:25:26,270.25,-23.1833
2009-09-11 03:02:11,270.25,-23.1833
2009-09-11 04:49:39,343.491,16.1482
2009-09-11 07:22:47,86.405,28.9362
2009-09-11 08:43:46,40.1319,61.2293
2009-09-11 08:51:18,54.6222,-35.4502
2009-09-11 08:52:34,302.356,-48.8316
2009-09-11 08:58:55,39.6622,16.6165
2009-09-11 10:58:33,36.88,14.34
2009-09-11 12:15:20,195.752,-63.1986
2009-09-11 12:51:53,195.752,63.1986
2009-09-11 13:08:36,195.752,-63.1986
2009-09-11 13:09:05,195.752,-63.1986
2009-09-11 13:13:59,195.752,-63.1986
2009-09-11 14:32:24,1.8,73.05
2009-09-11 15:36:16,116.073,37.8881
2009-09-11 15:41:57,116.073,37.8881
2009-09-11 17:51:23,26.5934,61.7509
2009-09-11 18:50:22,1.65,72.7833
2009-09-12 22:35:32,1.65,72.7833
2009-09-13 10:57:41,83.6331,22.0145
2009-09-13 11:00:07,83.6331,22.0145
2009-09-13 11:03:29,83.6331,22.0145
2009-09-13 11:05:34,83.6331,22.0145
2009-09-13 11:12:57,83.6331,22.0145
2009-09-13 20:56:13,266.405,-28.9362
2009-09-13 20:57:32,266.405,-28.9362
2009-09-13 21:22:04,303.114,-56.8267
2009-09-13 21:25:22,356.938,-28.1406
2009-09-13 21:49:15,284.025,1.3
2009-09-13 21:56:52,290.83,14.1558
2009-09-13 21:57:21,83.6331,22.0145
2009-09-13 21:57:31,90.1817,-40.05
2009-09-13 21:58:51,90.383,-39.997
2009-09-13 23:23:55,133.704,20.1085
2009-09-14 01:13:25,90.383,-39.997
2009-09-14 01:42:30,333.553,-26.5975
2009-09-14 01:43:49,264.9,27.32
2009-09-14 01:44:29,264.9,27.32
2009-09-14 02:40:10,305.398,40.439
2009-09-14 02:50:57,250.745,39.8103
2009-09-14 03:22:57,36.88,14.34
2009-09-14 03:24:30,36.88,14.34
2009-09-14 03:25:23,36.88,14.34
2009-09-14 03:25:55,36.88,14.34
2009-09-14 03:26:41,36.88,14.34
2009-09-14 04:05:51,302.356,-48.8316
2009-09-14 04:08:57,302.356,-48.8316
2009-09-14 04:46:18,40.1305,61.228
2009-09-14 05:40:56,166.114,38.2088
2009-09-14 07:09:25,40.1319,61.2293
2009-09-14 07:55:33,40.1319,61.2293
2009-09-14 08:35:59,308.107,40.9577
2009-09-14 09:31:12,84.7098,-44.0858
2009-09-14 10:20:02,284.584,2.09
2009-09-14 10:25:37,49.9507,41.5117
2009-09-14 11:31:18,128.55,-45.75
2009-09-14 11:43:31,343.495,16.1493
2009-09-14 12:13:49,128.55,-45.75
2009-09-14 13:19:32,83.6331,22.0145
2009-09-14 13:22:19,83.6331,22.0145
2009-09-14 15:20:33,1.8,73.5
2009-09-14 15:31:17,149.409,55.3827
2009-09-14 15:54:59,286.979,6.03754
2009-09-14 16:29:32,83.6331,22.0145
2009-09-14 17:06:05,253.468,39.76
2009-09-14 17:49:40,1.8,73.5
2009-09-14 17:54:43,192.859,27.1283
2009-09-14 18:03:42,12.8595,-27.1283
2009-09-14 20:43:21,303.114,-56.8267
2009-09-14 20:53:46,356.938,-28.1406
2009-09-15 02:43:34,253.468,39.76
2009-09-15 02:44:28,253.468,39.76
2009-09-15 03:04:55,266.405,-28.9362
2009-09-15 04:48:49,84.4476,-69.1722
2009-09-15 05:25:15,194.047,-5.78931
2009-09-15 05:26:24,194.047,-5.78931
2009-09-15 06:37:57,194.047,-5.78931
2009-09-15 07:42:11,302.356,-48.8316
2009-09-15 07:56:58,305.53,40.53
2009-09-15 08:21:15,153.4,11.4
2009-09-15 09:09:19,262.979,-34.71
2009-09-15 09:19:23,187.706,12.3911
2009-09-15 09:20:35,187.706,12.3911
2009-09-15 09:28:43,200.984,-59.8097
2009-09-15 09:30:52,98.2429,5.80556
2009-09-15 10:26:35,40.1319,61.2293
2009-09-15 10:30:16,238.929,11.1901
2009-09-15 10:58:35,1.8,73.5
2009-09-15 11:27:10,40.1319,61.2293
2009-09-15 11:30:57,193.98,-5.82
2009-09-15 11:32:13,193.98,-5.82
2009-09-15 11:59:29,193.98,-5.82
2009-09-15 12:10:52,193.98,-5.82
2009-09-15 12:21:39,305.53,40.53
2009-09-15 12:22:20,161.265,-59.6845
2009-09-15 12:31:59,161.265,-59.6845
2009-09-15 12:37:27,161.265,-59.6845
2009-09-15 12:51:58,128.55,-45.75
2009-09-15 13:00:35,128.55,-45.75
2009-09-15 13:28:05,161.265,-59.6845
2009-09-15 13:37:23,193.98,-5.82
2009-09-15 13:42:50,11.8879,-25.2883
2009-09-15 13:43:16,11.888,-25.2883
2009-09-15 13:51:21,278.764,32.6963
2009-09-15 14:01:30,280.537,79.7714
2009-09-15 14:22:41,64.5887,38.0266
2009-09-15 14:52:13,343.495,16.1493
2009-09-15 14:52:45,343.495,16.1493
2009-09-15 14:55:42,350.85,58.815
2009-09-15 15:00:02,343.495,16.1493
2009-09-15 15:01:51,343.495,16.1493
2009-09-15 15:02:34,343.502,16.151
2009-09-15 15:02:53,343.502,16.151
2009-09-15 15:05:22,343.502,16.151
2009-09-15 15:07:50,343.502,16.151
2009-09-15 15:14:32,343.495,16.1493
2009-09-15 15:43:12,39.2026,20.2882
2009-09-15 16:24:04,193.98,-5.82
2009-09-15 16:40:08,11.888,-25.2883
2009-09-15 16:46:34,148.97,69.6794
2009-09-15 16:47:10,98.4756,17.7703
2009-09-15 17:43:47,186.454,33.5466
2009-09-15 18:54:27,291.952,73.9671
2009-09-15 21:26:19,114.889,-10.4039
2009-09-15 21:26:43,227.734,5.7448
2009-09-15 21:36:39,39.9971,-34.4492
2009-09-15 21:52:18,210.19,-63.4285
2009-09-16 03:05:10,194.95,27.9433
2009-09-16 03:06:41,194.95,27.9433
2009-09-16 03:29:17,343.491,16.1482
2009-09-16 04:03:24,194.047,-5.78931
2009-09-16 05:11:54,161.265,-59.6845
2009-09-16 05:23:48,228.211,-9.09995
2009-09-16 06:43:21,161.265,-59.6845
2009-09-16 06:52:14,186.454,33.5466
2009-09-16 06:54:09,266.4,-28.9333
2009-09-16 09:37:07,68.2962,5.35434
2009-09-16 09:46:21,119.847,-56.638
2009-09-16 11:09:26,302.356,-48.8316
2009-09-16 11:44:30,288.798,10.9458
2009-09-16 11:46:03,238.929,11.1901
2009-09-16 15:49:16,248.133,82.5379
2009-09-16 15:49:38,248.133,82.5379
2009-09-16 16:04:32,278.617,-8.693
2009-09-16 16:05:34,278.617,-8.693
2009-09-16 16:28:27,49.9507,41.5117
2009-09-16 16:30:13,49.9507,41.5117
2009-09-16 16:31:03,49.9507,41.5117
2009-09-16 16:31:59,49.9507,41.5117
2009-09-16 16:32:44,49.9507,41.5117
2009-09-16 16:34:32,49.9507,41.5117
2009-09-16 16:35:28,0,0
2009-09-16 16:38:02,0,0
2009-09-16 16:44:00,49.9507,41.5117
2009-09-16 16:49:18,128.55,-45.75
2009-09-16 17:53:36,264.975,-28.4963
2009-09-16 18:58:59,279.428,-6.9275
2009-09-16 22:04:13,1.65,72.7833
2009-09-16 22:04:46,1.65,72.7833
2009-09-17 01:05:38,221.356,-62.4318
2009-09-17 02:22:45,299.59,35.2016
2009-09-17 02:30:39,265,27.33
2009-09-17 03:17:19,83.6331,22.0145
2009-09-17 03:32:58,128.55,-45.75
2009-09-17 03:50:26,83.6331,22.0145
2009-09-17 03:56:26,305.22,36.83
2009-09-17 04:46:39,228.211,-9.09995
2009-09-17 04:47:19,228.211,-9.09995
2009-09-17 04:48:24,228.211,-9.1
2009-09-17 04:48:33,228.211,-9.1
2009-09-17 07:23:18,276.563,-14.8484
2009-09-17 10:01:28,226.104,10.4942
2009-09-17 10:06:24,49.9507,41.5117
2009-09-17 10:36:36,266.4,-28.9333
2009-09-17 11:43:03,278.617,-8.693
2009-09-17 11:47:59,193.98,-5.82
2009-09-17 12:01:30,193.98,-5.82
2009-09-17 12:01:39,193.98,-5.82
2009-09-17 12:21:13,83.6331,22.0145
2009-09-17 12:21:51,83.6331,22.0145
2009-09-17 12:23:12,83.6331,22.0145
2009-09-17 12:25:37,193.98,-5.82
2009-09-17 12:34:02,10.0575,40.8346
2009-09-17 12:49:26,193.98,-5.82
2009-09-17 12:58:06,187.278,2.05239
2009-09-17 13:12:29,193.98,-5.82
2009-09-17 13:31:53,128.55,-45.75
2009-09-17 14:27:48,206.889,12.2901
2009-09-17 14:35:19,3.0645,-30.6016
2009-09-17 14:41:46,321.394,-35.6473
2009-09-17 14:51:06,206.889,12.2901
2009-09-17 14:58:21,266.417,-29.0078
2009-09-17 16:01:02,299.59,35.2016
2009-09-17 16:02:55,299.59,35.2016
2009-09-17 16:06:26,202.017,-7.92444
2009-09-17 16:48:37,299.59,35.2016
2009-09-17 17:10:51,276.563,-14.8484
2009-09-17 17:40:16,228.211,-9.1
2009-09-17 18:02:33,83.6331,22.0145
2009-09-17 18:14:21,83.6331,22.0145
2009-09-17 18:27:24,308.061,41.461
2009-09-17 19:31:59,83.6331,22.0145
2009-09-17 19:45:38,10.865,41.269
2009-09-17 20:33:38,94.5113,22.66
2009-09-17 20:34:04,170.317,-60.6231
2009-09-17 20:39:01,284.025,1.3
2009-09-17 20:40:13,290.83,14.1558
2009-09-18 02:03:56,128.55,-45.75
2009-09-18 07:30:15,251.767,-45.8514
2009-09-18 07:55:29,251.767,-45.8514
2009-09-18 09:33:42,253.468,39.7602
2009-09-18 10:20:50,193.98,-5.82
2009-09-18 10:24:22,40.1319,61.2293
2009-09-18 10:49:26,278.617,-8.693
2009-09-18 10:51:12,248.133,82.5379
2009-09-18 11:05:13,343.491,16.1482
2009-09-18 11:18:37,286.978,6.03785
2009-09-18 11:50:26,119.88,56.59
2009-09-18 11:55:56,333.4,26.767
2009-09-18 11:58:14,119.88,56.59
2009-09-18 12:05:19,202.017,-7.92444
2009-09-18 12:30:21,187.706,12.3911
2009-09-18 13:30:09,202.017,-7.92444
2009-09-18 13:31:09,202.017,-7.92444
2009-09-18 14:00:47,229.67,-11.89
2009-09-18 14:03:19,126.579,25.933
2009-09-18 14:27:13,288.798,10.9456
2009-09-18 14:53:58,202.017,-7.92444
2009-09-18 14:54:19,202.017,-7.92444
2009-09-18 15:14:47,266.417,-29.0078
2009-09-18 15:37:41,308.107,40.9577
2009-09-18 17:38:22,308.107,40.9577
2009-09-18 20:37:14,276.563,-14.8484
2009-09-18 20:38:48,276.563,-14.8484
2009-09-19 00:28:12,193.98,-5.82
2009-09-19 00:33:22,193.98,-5.82
2009-09-19 03:07:24,193.98,-5.82
2009-09-19 04:49:13,302.356,-48.8316
2009-09-19 05:05:29,302.356,-48.8316
2009-09-19 05:21:43,302.356,-48.8316
2009-09-19 08:55:15,302.356,-48.8316
2009-09-19 08:56:03,302.356,-48.8316
2009-09-19 08:56:10,302.356,-48.8316
2009-09-19 09:59:42,302.356,-48.8316
2009-09-19 12:36:40,253.468,39.7602
2009-09-19 14:25:12,253.468,39.7602
2009-09-19 14:25:47,253.468,39.7602
2009-09-19 14:26:49,253.468,39.7602
2009-09-19 14:27:07,253.468,39.7602
2009-09-19 19:05:46,350.85,58.815
2009-09-19 19:31:44,350.85,58.815
2009-09-19 19:33:59,350.85,58.815
2009-09-19 19:34:48,350.85,58.815
2009-09-19 19:36:16,299.59,35.2016
2009-09-19 20:21:21,299.59,35.2016
2009-09-19 21:22:25,83.6331,22.0145
2009-09-19 21:50:24,308.4,41.3167
2009-09-19 21:51:38,308.4,41.3167
2009-09-20 03:48:04,264.5,26.5
2009-09-20 03:50:04,264.5,26.5
2009-09-20 03:51:31,264.5,26.5
2009-09-20 03:52:13,264.5,26.5
2009-09-20 03:53:05,264.5,26.5
2009-09-20 03:53:49,264.5,26.5
2009-09-20 03:54:44,264.5,26.5
2009-09-20 03:55:23,264.5,26.5
2009-09-20 08:46:29,81,-48
2009-09-20 08:47:55,81,-48
2009-09-20 11:15:32,305.378,40.4462
2009-09-20 11:26:45,305.378,40.4462
2009-09-20 15:38:34,308.107,40.9577
2009-09-20 15:57:26,308.107,40.9577
2009-09-20 16:00:54,299.59,35.2016
2009-09-20 16:01:01,299.59,35.2016
2009-09-20 16:01:06,299.59,35.2016
2009-09-20 16:05:34,288.798,10.9456
2009-09-20 16:05:38,288.798,10.9456
2009-09-20 16:17:34,40.1319,61.2293
2009-09-20 16:17:38,40.1319,61.2293
2009-09-20 16:17:43,40.1319,61.2293
2009-09-20 16:17:48,40.1319,61.2293
2009-09-20 16:25:07,201.75,-7.91667
2009-09-20 16:57:42,40.1319,61.2293
2009-09-20 17:04:15,308.107,40.9577
2009-09-20 17:44:25,299.59,35.2016
2009-09-20 18:21:24,299.59,35.2016
2009-09-20 18:21:37,350.85,58.815
2009-09-21 04:04:24,228.211,-9.09995
2009-09-21 04:56:31,128.55,-45.75
2009-09-21 05:04:46,128.55,-45.75
2009-09-21 05:20:50,166.114,38.2088
2009-09-21 05:35:22,166.114,38.2088
2009-09-21 05:35:58,253.468,39.7602
2009-09-21 05:41:56,128.55,-45.75
2009-09-21 05:42:36,166.114,38.2088
2009-09-21 05:47:19,253.468,39.7602
2009-09-21 06:19:39,128.55,-45.75
2009-09-21 07:24:30,302.356,-48.8316
2009-09-21 07:25:42,302.356,-48.8316
2009-09-21 07:59:25,267.188,-27.1683
2009-09-21 08:42:24,185.342,30.1769
2009-09-21 08:45:27,185.342,30.1769
2009-09-21 08:45:36,253.468,39.7602
2009-09-21 08:52:03,185.342,30.1769
2009-09-21 08:53:19,185.342,30.1769
2009-09-21 08:54:07,185.342,30.1769
2009-09-21 09:14:34,166.114,38.2088
2009-09-21 10:27:08,253.468,39.7602
2009-09-21 10:34:12,166.114,38.2088
2009-09-21 10:40:41,202.017,-7.92444
2009-09-21 10:42:30,202.017,-7.92444
2009-09-21 10:49:57,253.468,39.7602
2009-09-21 10:56:48,202.017,-7.92444
2009-09-21 11:05:12,275.443,-14.1403
2009-09-21 11:16:15,187.278,2.05239
2009-09-21 11:16:40,50.6738,-37.2082
2009-09-21 11:35:27,49.9507,41.5117
2009-09-21 11:57:33,189.887,4.7181
2009-09-21 12:01:58,189.887,4.7181
2009-09-21 12:03:31,83.6331,22.0145
2009-09-21 12:19:13,40.1317,61.2281
2009-09-21 12:51:12,308.107,40.9577
2009-09-21 13:07:51,83.6331,22.0145
2009-09-21 13:12:38,252.787,4.99278
2009-09-21 14:42:00,345.733,44.7167
2009-09-21 15:41:06,264.071,-44.7349
2009-09-21 16:20:45,225.592,-42.0969
2009-09-21 16:29:23,6.28362,64.1655
2009-09-21 16:34:17,133.704,20.1085
2009-09-21 17:10:05,15.7072,58.4556
2009-09-21 18:10:58,253.468,39.7602
2009-09-21 21:28:49,121.8,-61.3
2009-09-21 21:30:47,121.8,-61.3
2009-09-21 21:31:25,121.8,-61.3
2009-09-21 21:32:32,121.8,-61.3
2009-09-21 21:33:07,121.8,-61.3
2009-09-21 21:33:33,121.8,-61.3
2009-09-22 00:14:57,133.704,20.1085
2009-09-22 00:25:18,128.412,-45.0028
2009-09-22 00:27:15,128.412,-45.0028
2009-09-22 00:33:17,133.704,20.1085
2009-09-22 00:47:14,133.704,20.1085
2009-09-22 03:55:25,13.1583,-72.8003
2009-09-22 04:14:59,284.025,1.3
2009-09-22 04:21:32,266.405,-28.9362
2009-09-22 04:29:16,284.025,1.3
2009-09-22 04:36:42,284.025,1.3
2009-09-22 06:32:10,308.107,40.9577
2009-09-22 06:33:03,308.107,40.9577
2009-09-22 06:35:53,308.107,40.9577
2009-09-22 06:43:02,308.107,40.9577
2009-09-22 07:24:09,266.405,-28.9362
2009-09-22 09:08:22,20.5405,40.9578
2009-09-22 09:33:39,20.5405,40.9578
2009-09-22 09:35:25,20.5405,40.9578
2009-09-22 09:37:37,20.5405,40.9578
2009-09-22 09:40:22,20.5405,40.9578
2009-09-22 09:49:32,20.5405,40.9578
2009-09-22 09:52:20,20.5405,40.9578
2009-09-22 09:53:44,20.5405,40.9578
2009-09-22 09:56:51,20.5405,40.9578
2009-09-22 09:57:57,20.5405,40.9578
2009-09-22 10:01:35,20.5405,40.9578
2009-09-22 10:05:18,20.5405,40.9578
2009-09-22 10:26:24,20.5405,40.9578
2009-09-22 10:27:54,20.5405,40.9578
2009-09-22 10:42:59,20.5405,40.9578
2009-09-22 10:48:49,20.5405,40.9578
2009-09-22 11:03:29,20.5405,40.9578
2009-09-22 11:05:56,20.5405,40.9578
2009-09-22 11:07:13,20.5405,40.9578
2009-09-22 11:08:08,20.5405,40.9578
2009-09-22 11:08:26,359.783,-30.6217
2009-09-22 11:10:06,359.783,-30.6217
2009-09-22 11:16:40,264.939,27.3242
2009-09-22 11:17:22,264.939,27.3242
2009-09-22 11:35:47,20.5405,40.9578
2009-09-22 11:36:59,20.5405,40.9578
2009-09-22 11:38:52,20.5405,40.9578
2009-09-22 11:40:32,20.5405,40.9578
2009-09-22 11:45:31,20.5405,40.9578
2009-09-22 11:46:40,20.5405,40.9578
2009-09-22 11:48:10,20.5405,40.9578
2009-09-22 11:49:14,20.5405,40.9578
2009-09-22 11:50:37,20.5405,40.9578
2009-09-22 11:51:27,20.5405,40.9578
2009-09-22 11:52:42,20.5405,40.9578
2009-09-22 11:53:27,20.5405,40.9578
2009-09-22 11:54:28,20.5405,40.9578
2009-09-22 11:55:14,20.5405,40.9578
2009-09-22 12:23:39,286.095,6.28718
2009-09-22 12:36:06,266.405,-28.9362
2009-09-22 12:36:18,266.405,-28.9362
2009-09-22 12:51:50,226.813,-58.2977
2009-09-22 13:02:14,150.004,-55.0499
2009-09-22 13:41:51,270.25,-23.1833
2009-09-22 14:23:16,20.5405,40.9578
2009-09-22 14:24:17,20.5405,40.9578
2009-09-22 14:25:02,20.5405,40.9578
2009-09-22 14:25:50,20.5405,40.9578
2009-09-22 14:26:40,20.5405,40.9578
2009-09-22 14:27:53,20.5405,40.9578
2009-09-22 14:36:59,20.5405,40.9578
2009-09-22 15:10:38,20.5405,40.9578
2009-09-22 15:11:31,20.5405,40.9578
2009-09-22 15:12:19,20.5405,40.9578
2009-09-22 15:29:06,187.706,12.3911
2009-09-22 15:32:57,128.836,-45.1764
2009-09-22 15:35:15,128.836,-45.1764
2009-09-22 15:41:47,128.836,-45.1764
2009-09-22 15:45:09,264.071,-44.735
2009-09-22 17:48:07,193.98,-5.82
2009-09-22 18:09:09,343.495,16.1493
2009-09-22 22:43:17,40.1319,61.2293
2009-09-22 23:58:06,128.836,-45.1764
2009-09-22 23:59:33,128.55,-45.75
2009-09-23 00:59:26,128.836,-45.1764
2009-09-23 02:53:29,128.55,-45.75
2009-09-23 03:33:28,128.836,-45.1763
2009-09-23 03:37:17,128.836,-45.1763
2009-09-23 04:36:25,20.5405,40.9578
2009-09-23 04:41:40,20.5405,40.9578
2009-09-23 04:46:08,20.5405,40.9578
2009-09-23 05:01:28,20.5405,40.9578
2009-09-23 06:19:04,128.836,-45.1764
2009-09-23 06:43:51,110.473,71.3434
2009-09-23 06:47:20,110.473,71.3434
2009-09-23 06:49:25,110.473,71.3434
2009-09-23 09:32:37,49.9507,41.5117
2009-09-23 10:12:48,119.847,-56.638
2009-09-23 10:27:04,350.85,58.815
2009-09-23 10:27:37,350.85,58.815
2009-09-23 10:30:38,119.847,-56.638
2009-09-23 11:04:50,128.836,-45.1764
2009-09-23 11:25:01,343.491,16.1482
2009-09-23 11:43:16,119.847,-56.638
2009-09-23 11:50:55,266.405,-28.9362
2009-09-23 11:55:17,NULL,NULL
2009-09-23 12:39:21,266.405,-28.9362
2009-09-23 13:07:20,287.956,4.9827
2009-09-23 13:27:12,133.704,20.1085
2009-09-23 13:41:51,83.6331,22.0145
2009-09-23 13:46:58,193.98,-5.82
2009-09-23 14:43:42,133.704,20.1085
2009-09-23 14:49:51,49.0042,-2.42722
2009-09-23 14:52:19,286.978,6.03781
2009-09-23 14:52:49,286.978,6.03781
2009-09-23 14:56:32,83.9187,-66.8647
2009-09-23 14:58:14,133.704,20.1085
2009-09-23 15:08:53,133.704,20.1085
2009-09-23 15:18:09,244.98,-15.6401
2009-09-23 15:26:59,133.704,20.1085
2009-09-23 15:28:23,266.405,-28.9362
2009-09-23 15:38:08,133.704,20.1085
2009-09-23 15:41:59,133.704,20.1085
2009-09-23 16:04:28,NULL,NULL
2009-09-23 16:07:23,NULL,NULL
2009-09-23 16:10:13,194.047,-5.78931
2009-09-23 16:12:25,194.047,-5.78931
2009-09-23 16:12:57,NULL,NULL
2009-09-23 16:13:48,NULL,NULL
2009-09-23 16:14:59,194.047,-5.78931
2009-09-23 16:20:25,230.17,-57.167
2009-09-23 16:26:20,264.071,-44.735
2009-09-23 16:29:49,35.665,43.0355
2009-09-23 16:37:31,266.417,-29.0078
2009-09-23 17:08:37,10.6846,41.2693
2009-09-23 17:09:54,170.313,-60.6232
2009-09-23 17:13:59,10.6846,41.2693
2009-09-23 17:29:09,276.563,-14.8484
2009-09-23 17:29:24,10.6846,41.2693
2009-09-23 17:30:47,10.6846,41.2693
2009-09-23 18:28:52,290.189,43.9619
2009-09-23 18:31:57,290.189,43.9619
2009-09-23 20:43:53,1.852,73.065
2009-09-23 20:47:28,1.852,73.065
2009-09-23 20:48:35,1.852,73.065
2009-09-23 20:51:22,2.4025,73.1825
2009-09-23 20:53:03,1.852,73.065
2009-09-23 20:53:59,1.65,72.7833
2009-09-24 01:05:21,187.278,2.05239
2009-09-24 01:06:41,193.98,-5.82
2009-09-24 03:02:13,128.55,-45.75
2009-09-24 03:52:48,187.278,2.05239
2009-09-24 03:53:31,187.278,2.05239
2009-09-24 04:54:50,228.211,-9.09995
2009-09-24 04:55:21,228.211,-9.09995
2009-09-24 05:42:40,343.491,16.1482
2009-09-24 06:42:24,274.466,-15.9034
2009-09-24 09:19:13,98.2429,5.80556
2009-09-24 09:19:42,NULL,NULL
2009-09-24 09:21:09,98.2429,5.80556
2009-09-24 09:22:19,98.2429,5.80556
2009-09-24 09:24:51,10.6846,41.2693
2009-09-24 09:42:16,161.265,-59.6845
2009-09-24 09:55:58,264.071,-44.735
2009-09-24 10:03:48,NULL,NULL
2009-09-24 10:05:07,NULL,NULL
2009-09-24 10:19:00,NULL,NULL
2009-09-24 10:28:59,NULL,NULL
2009-09-24 10:32:05,333.552,-26.598
2009-09-24 10:43:32,NULL,NULL
2009-09-24 10:49:37,305.378,40.4462
2009-09-24 10:51:33,333.552,-26.598
2009-09-24 10:52:32,333.552,-26.598
2009-09-24 10:53:43,333.552,-26.598
2009-09-24 10:54:41,343.491,16.1482
